"Song Name" "Zero Crossing Rate Variance" "Spectral Centroid Mean" "Spectral Centroid Variance" "Spectral Rolloff Mean" "Spectral Rolloff Variance" "Root Mean Square Mean" "File Path" Category "Table Number"
"Lost in Translation" 0.0012420308112393351 2130.2582183774903 346466.62468894303 4626.93688651995 2156716.9199012285 0.25751704 media/halloween/The_Neighbourhood___Lost_in_Translation__Official_Lyric_Video_.mp3 halloween 104
"I Put a Spell on You (In the Style of Hocus Pocus)" 0.0036753811758457934 2618.9666152111245 613707.6804095635 5561.604059171105 2925145.0826105727 0.07874845 media/halloween/I_Put_a_Spell_on_You__In_the_Style_of_Hocus_Pocus_.mp3 halloween 104
"Play That Funky Music" 0.005847486171245433 2522.6512635578424 865163.2478436341 5229.191704423283 3091703.20935944 0.1054768 media/halloween/Wild_Cherry___Play_That_Funky_Music__Audio_.mp3 halloween 104
"Wuthering Heights" 0.0018295554030518335 2056.3897721564713 332942.67740252375 3855.730852309214 1717957.6679361733 0.1053284 media/halloween/Wuthering_Heights__2018_Remaster_.mp3 halloween 104
"Paint It, Black" 0.0036852410844358634 2472.7885356485576 389967.00635662384 4934.9265558811385 1300616.3866085138 0.11351157 media/halloween/Paint_It__Black.mp3 halloween 104
"Rasputin - Single Version" 0.0018998727773308361 2212.7723003188376 457876.0259381572 4644.307840912453 2341533.7300488497 0.09514769 media/halloween/Rasputin.mp3 halloween 104
"Hells Bells" 0.0018980837597798222 2254.5044908485306 542619.2063743301 4568.2479475941545 2785573.664146683 0.22904089 media/halloween/AC__DC___Hells_Bells__Remastered___HQ.mp3 halloween 104
Heartless 0.0022646041921790183 2222.8995602532937 716205.0958448539 5267.108203598294 4517285.3659538105 0.29170325 media/halloween/The_Weeknd___Heartless__Official_Audio_.mp3 halloween 104
"Oh Sheit it's X" 0.002869193042516473 2583.7816186075443 857533.6224263816 5983.186490832238 3609517.3991674916 0.20026572 media/halloween/Thundercat____Oh_Sheit_It_s_X_.mp3 halloween 104
"Gimme Shelter" 0.0008497809880710824 1899.6704059571996 234718.15504455395 4010.348970394843 1543733.6365956408 0.1855477 media/halloween/Gimme_Shelter__Remastered_2019_.mp3 halloween 104
"Blue Monday" 0.00474529491948782 2061.2171267064086 714383.937600647 4398.641035641311 2579230.353540217 0.15567967 media/halloween/New_Order___Blue_Monday__Official_Lyric_Video_.mp3 halloween 104
"Messages from the Stars" 0.0018333802123394272 1856.8849564734812 474469.4842142231 3903.421521854843 2880304.0811261404 0.13531679 media/halloween/Messages_from_the_Stars.mp3 halloween 104
Elephant 0.0016193137792434465 1765.2928921828095 527596.3959846091 3941.4230361703108 2876914.6496494827 0.31621137 media/halloween/Tame_Impala___Elephant__Official_Audio_.mp3 halloween 104
"Hypnotize - 2007 Remaster" 0.012893586478316042 2880.31250430124 1894436.498532766 6039.282012144628 5558708.356827687 0.20049615 media/halloween/Hypnotize__2007_Remaster_.mp3 halloween 104
"Babooshka - 2018 Remaster" 0.004935593547154829 2154.5983896575276 944817.990888267 4362.584801201166 3538074.279794446 0.1308402 media/halloween/Babooshka.mp3 halloween 104
"Pray For Me (with Kendrick Lamar)" 0.0031854021283524076 1854.7361147516426 898168.7963385774 3971.6586532609754 4444661.281670928 0.33560246 media/halloween/The_Weeknd__Kendrick_Lamar___Pray_For_Me__Official_Lyric_Video_.mp3 halloween 104
"House Of The Rising Sun" 0.0015723962405375224 1902.6118296733928 350489.8239584117 3703.5341049830404 1796742.0721374978 0.15642138 media/halloween/The_Animals___House_Of_The_Rising_Sun__Music_Video___4K_HD_.mp3 halloween 104
"Them Changes" 0.003850986250133715 1993.3666722010503 1167854.1303188242 4388.869765158194 6747561.883735213 0.22359666 media/halloween/Them_Changes.mp3 halloween 104
"I Was Made For Lovin' You - Single Mix" 0.003418810937113707 2504.091802284547 361567.2726001949 5332.305506470572 1516427.0906714834 0.22095074 media/halloween/I_Was_Made_For_Lovin__You.mp3 halloween 104
"Edge of Seventeen - 2016 Remaster" 0.002727870364517113 2408.9047537933607 373727.4365435718 5017.951976625278 1905023.0819692488 0.16780967 media/halloween/Edge_of_Seventeen__2016_Remaster_.mp3 halloween 104
Starboy 0.001256991008559844 1770.7237807498384 641345.9600787944 3928.0577752938734 3995616.4410431054 0.31605974 media/halloween/The_Weeknd___Starboy__Audio__ft._Daft_Punk.mp3 halloween 104
Angeleyes 0.0024473125847087663 2608.067683838414 305273.25905300933 5093.896141065827 1413004.0979909373 0.16625103 media/halloween/Angeleyes.mp3 halloween 104
"Halloween Theme - Main Title" 0.0012217531536765306 1771.6677197341787 487265.4752639198 3614.3468639786656 3435825.244549309 0.05328149 media/halloween/John_Carpenter___Halloween_1978___main_Theme_.mp3 halloween 104
Acquainted 0.004440618534668959 2360.6475242218653 1045432.8089052377 5080.772171477358 5239361.971388633 0.15106863 media/halloween/The_Weeknd___Acquainted__Official_Audio_.mp3 halloween 104
"I'm In Love With a Monster" 0.004772807052282887 2571.383778212169 747750.5600715032 5566.719761214373 3600360.521384023 0.2887283 media/halloween/Fifth_Harmony___I_m_In_Love_With_a_Monster__Lyrics_.mp3 halloween 104
Substance 0.003330013166105946 1808.6432082470578 849320.7031806924 3849.9965263111653 4473792.886214147 0.09959647 media/halloween/03_Greedo___Substance__Official_Lyric_Video_.mp3 halloween 104
"Mask Off" 0.0009959989067089626 1689.4601363294978 1080381.5371483108 3775.0395200037265 6159461.611410701 0.31277543 media/halloween/Mask_Off.mp3 halloween 104
Panini 0.0059684747975851495 2523.45453257335 1407036.3703861819 5791.02410019547 7783135.9284436265 0.25691235 media/halloween/Lil_Nas_X___Panini__Official_Audio_.mp3 halloween 104
"Blood on the Dance Floor" 0.005203782572207685 2463.313698211447 1104190.2096680466 5598.854581726497 4957330.551217713 0.18871821 media/halloween/Michael_Jackson___Blood_On_The_Dance_Floor.mp3 halloween 104
"Sweet Dreams" 0.0067518261819823995 2897.318756683237 1345813.69995561 6357.406290694602 5917158.957437074 0.20204498 media/halloween/Beyonc____Sweet_Dreams.mp3 halloween 104
"Feel So Close - Radio Edit" 0.004713506196487639 2630.2448348380804 763310.4793837322 5789.792453037219 3420615.448825077 0.3030636 media/halloween/Calvin_Harris___Feel_So_Close__Audio_.mp3 halloween 104
"Superstition - Single Version" 0.003693497191109886 2355.8877129178986 592833.4427382943 4964.3538814793765 2230148.104875122 0.15644825 media/halloween/Stevie_Wonder___Superstition__HQ_.mp3 halloween 104
"About the Money (feat. Young Thug)" 0.005252739689015749 2655.3027867435135 1055768.5717110562 5769.8387036483255 3844576.8781617517 0.2626634 media/halloween/T.I._ft._Young_Thug__About_The_Money___Official_Audio_.mp3 halloween 104
"VOODOO (feat. Kodak Black)" 0.006188500598568849 2241.255298982049 1611314.4357302487 4715.6562958429995 6758812.678736382 0.18712856 media/halloween/Future___VOODOO__Official_Audio__ft._Kodak_Black.mp3 halloween 104
"MR. OCTOBER" 0.005566994030990683 2585.564701684574 1603493.0979142804 5556.708978983599 6194365.096607119 0.21925667 media/halloween/BAD_BUNNY___MR._OCTOBER__Visualizer____nadie_sabe_lo_que_va_a_pasar_ma_ana.mp3 halloween 104
"Time Warp" 0.0021992241295772453 2270.7451484200164 436955.6825143043 4700.226629059795 2023931.3336709978 0.0632386 media/halloween/Glee_Cast___Time_Warp__Official_Audio_.mp3 halloween 104
"Look What You Made Me Do" 0.0059415331208714185 2551.9334632065315 1341923.2034007777 5495.951829912956 6024051.298170821 0.15569061 media/halloween/Taylor_Swift___Look_What_You_Made_Me_Do__Lyric_Video_.mp3 halloween 104
"Sweet Dreams (Are Made of This) - 2005 Remaster" 0.005605639842159621 2567.703925017637 637249.655283957 5087.747600350865 1612525.7771485967 0.1771444 media/halloween/Sweet_Dreams__Are_Made_of_This___2005_Remaster_.mp3 halloween 104
Candy 0.0031364868919875515 1983.5052717768529 1019029.0283325205 4297.7132691622555 5953945.105818357 0.29329148 media/halloween/Doja_Cat___Candy__Official_Audio_.mp3 halloween 104
"Jump in the Line" 0.004475184223420468 2696.4321723614 540919.2325653139 5101.4520351003575 1776034.7599968698 0.14619073 media/halloween/Jump_In_the_Line.mp3 halloween 104
"Teenage Dirtbag" 0.004613332736259395 2523.347691783511 682486.0084778907 5414.784401403217 2643675.5711584897 0.24496342 media/halloween/Teenage_Dirtbag.mp3 halloween 104
"Voodoo Child (Slight Return)" 0.0034198631571689497 2261.2954965136805 294807.1790839534 4344.717805813339 969435.8032087933 0.19645786 media/halloween/Voodoo_Child__Slight_Return_.mp3 halloween 104
"Smooth Criminal - 2012 Remaster" 0.0043773021896677256 2534.7319218728912 659986.1160885853 5335.015409109776 2509283.42987554 0.2191727 media/halloween/Michael_Jackson___Smooth_Criminal__2012_Remaster_.mp3 halloween 104
"Time of Our Lives" 0.003839965993528289 2408.38168893049 621340.8762787652 5154.054570961574 2893478.0755990706 0.22086436 media/halloween/Pitbull__Ne_Yo___Time_Of_Our_Lives__Audio_.mp3 halloween 104
"Bark at the Moon" 0.0014119346245270521 2193.4196427269926 285006.64229804365 4614.249695237598 1339471.2705544247 0.12595266 media/halloween/Ozzy_Osbourne___Bark_at_the_Moon__Official_Music_Video_.mp3 halloween 104
"Dracula's Wedding (feat. Kelis)" 0.004871818477022863 1923.855671184183 814125.6269347369 4020.3052026584414 3700597.0599647015 0.21190077 media/halloween/Outkast___Dracula_s_Wedding__Official_Audio__ft._Kelis.mp3 halloween 104
"I Want Candy" 0.0016194303130965687 1772.2132467025945 444654.58051960985 3735.045838088132 2396487.536267652 0.13159288 media/halloween/Bow_Wow_Wow___I_Want_Candy.mp3 halloween 104
"No Fear" 0.0017187690816973422 1770.9706874124033 657944.4815158636 3694.417015728687 3953795.498954652 0.27807793 media/halloween/DeJ_Loaf___No_Fear__Audio_.mp3 halloween 104
"Paint The Town Red" 0.009116146226036053 2328.7793702513572 1680743.4485759907 4936.4895131805115 7009239.477661796 0.2487896 media/halloween/Doja_Cat___Paint_The_Town_Red__AUDIO_.mp3 halloween 104
Halloween 0.0005528683872792989 1836.568643230704 209796.19128313113 3756.8760129125626 1528650.8006480932 0.12750283 media/halloween/Halloween.mp3 halloween 104
"Wanna Be Startin' Somethin'" 0.009660807108197639 3351.680553030443 1052691.8387759072 7002.047475923305 2615555.388471566 0.14199783 media/halloween/Michael_Jackson___Wanna_Be_Startin__Somethin___Audio_.mp3 halloween 104
Frankenstein 0.003173679300983882 1911.822997282357 486796.5961284502 3779.793115202658 1876544.7014200545 0.09422593 media/halloween/Edgar_Winter__The_Edgar_Winter_Group___Frankenstein__Audio_.mp3 halloween 104
"Chop Chop Slide" 0.00598321826968683 2110.6330990054357 1093847.63505844 4285.328681740657 4351459.903203472 0.31210107 media/halloween/Chop_Chop_Slide.mp3 halloween 104
"Sweater Weather" 0.003299001083996784 1807.9334178346608 720121.7899113926 3609.010043063969 2982149.070343911 0.23403943 media/halloween/Sweater_Weather.mp3 halloween 104
"SICKO MODE" 0.009932829469646725 2761.2518678933616 2094675.7308811245 5717.686549189665 6710651.57786421 0.2601899 media/halloween/Travis_Scott___SICKO_MODE__Audio_.mp3 halloween 104
"Little Dark Age" 0.0029999999437726205 2005.8348364448354 678895.0322948458 4221.112434462746 3114925.394276672 0.24211122 media/halloween/MGMT___Little_Dark_Age__Audio_.mp3 halloween 104
"We Can't Stop" 0.00453378162763629 2975.0475149924255 469392.8771475571 6464.284077842789 1820847.7912024974 0.19578366 media/halloween/Miley_Cyrus___We_Can_t_Stop__Audio_.mp3 halloween 104
"Uptown Funk (feat. Bruno Mars)" 0.006912893449825493 2759.6850309371684 815879.9325056818 5575.83953055569 2494907.2681332976 0.18003465 media/halloween/Mark_Ronson___Uptown_Funk__Official_Video__ft._Bruno_Mars.mp3 halloween 104
Unforgettable 0.003440694205784294 1939.7693460422654 823985.2044216105 4008.9025173675736 3874721.959007295 0.27586678 media/halloween/Unforgettable.mp3 halloween 104
Timber 0.004170974587959568 2913.6883531437675 442789.969488969 6113.309674727617 1892223.423535416 0.27075532 media/halloween/Pitbull__Ke_ha___Timber__featuring_Ke_ha___Official_Audio_.mp3 halloween 104
"I Put A Spell On You" 0.0015377133049283961 947.1270773600372 401295.1552002961 1607.638603865003 1673451.1004920085 0.112339385 media/halloween/Alice_Smith___I_Put_A_Spell_On_You__Audio_.mp3 halloween 104
"Toccata and Fugue in D Minor, BWV 565" 0.003098995847003676 1800.5251850535983 297308.0300208982 3352.665582478428 1244861.5963610471 0.043770634 media/halloween/Toccata___Fugue_in_D_Minor__BWV_565__Toccata.mp3 halloween 104
Cannibal 0.003794771053640552 2438.0815232022364 645771.4821799856 5185.487157275233 2985862.509981439 0.26865616 media/halloween/Kesha___Cannibal.mp3 halloween 104
"2 On (feat. ScHoolboy Q)" 0.004622970260468344 2370.594527239716 963697.5364753735 5039.701723228154 3977078.5253943973 0.1950069 media/halloween/Tinashe___2_On__Lyrics__ft._SchoolBoy_Q.mp3 halloween 104
"I Wish" 0.0030631516434448483 2592.6410849371764 531119.7364559517 5676.768983686562 1913050.6025601935 0.11016857 media/halloween/Skee_Lo___I_Wish__Lyrics_.mp3 halloween 104
"Unholy (feat. Kim Petras)" 0.004956345647199445 2192.778780635046 821824.362073378 4601.684317840292 3088646.750141877 0.26533267 media/halloween/Sam_Smith___Unholy_ft._Kim_Petras.mp3 halloween 104
Blow 0.004803654991226793 2943.1154063899544 547692.7549094551 6353.6139072516025 2245101.7709620134 0.24895726 media/halloween/Ke_ha___Blow.mp3 halloween 104
"I Put a Spell On You" 0.005243736442954469 2527.5124797357385 851992.1730850462 4890.8706931641545 2896853.0559939765 0.09889501 media/halloween/Screaming_Jay_Hawkins___I_Put_a_Spell_on_You__Audio_.mp3 halloween 104
Peso 0.005619852391162716 2346.036689501393 992058.3516862817 5276.247941376374 4073209.7495040987 0.25321454 media/halloween/A_AP_Rocky___Peso__Audio_.mp3 halloween 104
"Don't Stop the Party (feat. TJR)" 0.006551790975229463 2936.6215647000727 725778.7439938883 6116.04024673571 2581108.655302244 0.27632597 media/halloween/Pitbull_ft._TJR___Don_t_Stop_The_Party__Official_Audio_.mp3 halloween 104
"My Oh My (feat. DaBaby)" 0.0038454471471396213 2240.737469205589 1134029.727136624 4682.394874409245 4680646.326770448 0.23768546 media/halloween/Camila_Cabello___My_Oh_My__Audio__ft._DaBaby.mp3 halloween 104
"Patient Number 9 (feat. Jeff Beck)" 0.0017108350305579088 2395.814626063943 312284.37173670746 4988.182644214704 1361932.0462023197 0.2858545 media/halloween/Ozzy_Osbourne___Patient_Number_9__Official_Audio___Full_Length__ft._Jeff_Beck.mp3 halloween 104
Ghostbusters 0.003993361054530051 2917.536934448518 641796.8294403537 6378.232121664736 2830444.1985897287 0.2231881 media/halloween/Pentatonix___Ghostbusters__Official_Audio_.mp3 halloween 104
"CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee)" 0.003564206493153168 2351.875448942015 663748.0832984174 5392.322719025908 2185932.99773722 0.3240744 media/halloween/Travis_Scott___CIRCUS_MAXIMUS__Official_Audio__ft._The_Weeknd__Swae_Lee.mp3 halloween 104
"Evil Woman" 0.0022187592551434635 2339.0672476523923 308719.89904306113 4526.189302032159 1125542.607915537 0.14448419 media/halloween/Evil_Woman.mp3 halloween 104
Frankenstein 0.005355912905812243 2762.4311411169665 617611.134918076 6325.44974573145 2349004.012557953 0.35003358 media/halloween/Rina_Sawayama___Frankenstein__Official_Visualiser_.mp3 halloween 104
"Give Me Everything (feat. Nayer)" 0.004623535067828048 2618.3408693494093 693945.6883329622 5525.893952719731 2941705.819691815 0.07364602 media/halloween/Pitbull___Give_Me_Everything_ft._Ne_Yo__Afrojack__Nayer.mp3 halloween 104
"I Did Something Bad" 0.005203227867439903 2145.9831097706237 1077680.0077962736 4531.993223925848 4517893.289332691 0.24515638 media/halloween/I_Did_Something_Bad.mp3 halloween 104
"Night Crawling (feat. Billy Idol)" 0.005829665185433101 2678.265299908938 1118873.4221998393 5412.550092562797 4204970.305875732 0.25120184 media/halloween/Miley_Cyrus___Night_Crawling__Audio__ft._Billy_Idol.mp3 halloween 104
"SICK PRETTY MIND (SIDE B)" 0.004532355921051256 2215.9103594848343 944808.1325234026 4818.4711000908865 3780469.397805141 0.32113138 media/halloween/UPSAHL___SICK_PRETTY_MIND__SIDE_B___Official_Audio_.mp3 halloween 104
Maneater 0.006533703911822163 2360.262607132424 974187.0714076054 5149.894757991092 4186975.071726497 0.28143075 media/halloween/Maneater__Enhanced_Audio____Nelly_Furtado.mp3 halloween 104
Ludens 0.005045730740001937 2495.202261293595 809318.3235368354 5562.301033639307 3311994.627858035 0.24847202 media/halloween/Bring_Me_The_Horizon___Ludens__Lyric_Video_.mp3 halloween 104
Ghost 0.004737236368267191 2530.6441214828583 718833.9929064693 5294.108411493148 3262243.2025537617 0.24123038 media/halloween/Ella_Henderson___Ghost__Audio_.mp3 halloween 104
"Loyal (feat. Lil Wayne & Tyga)" 0.00548274449442971 2083.2178003949675 1208824.6656339385 4524.217508855732 5802268.13688898 0.18523873 media/halloween/Chris_Brown___Loyal__Official_Video__ft._Lil_Wayne__Tyga.mp3 halloween 104
"Bank Account" 0.0022884456906344525 1814.621033177117 1222095.6820792465 4034.0191074004665 6838385.138886274 0.2522779 media/halloween/21_Savage___Bank_Account__Official_Audio_.mp3 halloween 104
"A Nightmare On My Street" 0.008764304582978914 2856.379069256167 1274783.9353201475 6349.174451735251 4102845.7076427587 0.16036814 media/halloween/A_Nightmare_On_My_Street.mp3 halloween 104
"Yeah! (feat. Lil Jon & Ludacris)" 0.015561922715486818 3483.077857227596 1142823.86756463 6994.062655991806 2073846.8656981974 0.18074873 media/halloween/Usher___Yeah___Official_Video__ft._Lil_Jon__Ludacris.mp3 halloween 104
"Blame It on the Rain" 0.006325488517329332 2654.9848895060736 1314631.6642860058 5847.612166494693 5457228.895327936 0.094558075 media/halloween/Milli_Vanilli___Blame_It_On_the_Rain.mp3 halloween 104
